nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos
FRANCISCO CHAHUAN CHAHUAN,RN,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Chahuán_Chahuán,Francisco,Chahuán,Chahuán,Abogado,20 de Mayo de 1971,Viña el Mar,,,1,una
IGNACIO WALKER PRIETO,PDC,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Walker_Prieto,Ignacio,Walker,Prieto,Doctor en Ciencias Políticas,7 de Enero de 1956,Santiago,,,1,0
LILY PEREZ SAN MARTIN,RN,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lily_Jovanka_Pérez_San_Martín,Lily,Pérez,San Martín,Publicista,10 de Mayo de 1963,Santiago,,,1,dos
XIMENA RINCON GONZALEZ,PDC,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ximena_Rincón_González,Ximena,Rincón,González,Abogada,5 de Julio de 1967,Concepción,,,1,tres
HERNAN LARRAIN FERNANDEZ,UDI,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hernán_Larraín_Fernández,Hernán,Larraín,Fernández,Abogado,21 de Septiembre de 1947,Santiago,,Católico,1,seis
JAIME QUINTANA LEAL,PPD,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Quintana_Leal,Jaime,Quintana,Leal,Profesor de Estado,22 de Octubre de 1967,Lautaro,,,1,dos
ALBERTO ESPINA OTERO,RN,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Espina_Otero,Alberto,Espina,Otero,Abogado,4 de Noviembre de 1956,Santiago,,,1,tres
EUGENIO TUMA ZEDAN,PPD,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Tuma_Zedan,Eugenio,Tuma,Zedan,"Ingeniero comercial, Contador auditor",29 de Julio de 1945,Temuco,,,1,cuatro
JOSE GARCIA RUMINOT,RN,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Gilberto_García_Ruminot,José,García,Ruminot,Contador Público y Auditor,22 de Mayo de 1955,Temuco,,,1,dos
PATRICIO WALKER PRIETO,PDC,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Walker_Prieto,Patricio,Walker,Prieto,Abogado,28 de Abril de 1969,Santiago,,,1,cuatro
ANTONIO HORVATH KISS,RN,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Horvath_Kiss,Antonio,Horvath,Kiss,Ingeniero Civil,3 de Enero de 1950,Santiago,23 de Mayo de 2018,,1,cinco
ANDRES ZALDIVAR LARRAIN,PDC,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Zaldívar_Larraín,José Andrés Rafael,Zaldívar,Larraín,Abogado,18 de Marzo de 1936,Santiago,,,1,cuatro
ISABEL ALLENDE BUSSI,PS,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Isabel_Allende_Bussi,María Isabel,Allende,Bussi,Socióloga,18 de Enero de 1945,Santiago,,,1,dos
JUAN ANTONIO COLOMA CORREA,UDI,senadores,2013,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Antonio_Coloma_Correa,Juan Antonio,Coloma,Correa,Abogado,15 de Julio de 1956,Santiago,,,1,ocho
PEDRO ARAYA GUERRERO,INDEPENDIENTES LISTA C,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Araya_Guerrero,Pedro,Araya,Guerrero,Abogado,16 de Junio de 1974,Antofagasta,,,0,0
ALEJANDRO RENE ELEODORO GUILLIER ALVAREZ,INDEPENDIENTES LISTA C,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_René_Eleodoro_Guillier_Álvarez,Alejandro René Eleodoro,Guillier,Álvarez,Magíster en Ciencias Sociales mención Estudios del Desarrollo,05 de Marzo de 1953,La Serena,,,1,tres
ADRIANA BLANCA CRISTINA MUÑOZ D'ALBORA,PPD,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Adriana_Muñoz_D'Albora,Adriana Blanca Cristina,Muñoz,D'Albora,Magister en Sociología,25 de Septiembre de 1948,Santiago,,,0,0
ALEJANDRO GARCIA-HUIDOBRO SANFUENTES,UDI,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_García-Huidobro_Sanfuentes,Alejandro,García Huidobro,Sanfuentes,Cientista Político,19 de Abril de 1952,Santiago,,,1,cinco
JUAN PABLO LETELIER MOREL,PS,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Pablo_Letelier_Morel,Juan Pablo,Letelier,Morel,Máster en Economía y Política Internacional,07 de Enero de 1961,Santiago,,,1,tres
JACQUELINE VAN RYSSELBERGHE HERRERA,UDI,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jacqueline_Van_Rysselberghe_Herrera,Jacqueline,Van Rysselberghe,Herrera,Médico Psiquiatra,03 de Febrero de 1965,Concepción,,Católica,1,seis
ALEJANDRO NAVARRO BRAIN,MAS,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Navarro_Brain,Alejandro,Navarro,Brain,Profesor de Filosofía,20 de Noviembre de 1958,Santiago,,,0,seis
FELIPE HARBOE BASCUÑAN,PPD,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Harboe_Bascuñán,Felipe,Harboe,Bascuñán,Abogado,20 de Julio de 1972,"Eindhoven, Holanda",,,1,tres
CARLOS ANTONIO KARIM BIANCHI CHELECH,IND,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Antonio_Karim_Bianchi_Chelech,Carlos Antonio Karim,Bianchi,Chelech,Administrador Público,04 de Noviembre de 1960,Punta Arenas,,,0,dos
CAROLINA GOIC BOROEVIC,PDC,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carolina_Goic_Boroevic,Carolina,Goic,Boroevic,Magíster en Economía,20 de Diciembre de 1972,Santiago,,,1,dos
ANDRES ALLAMAND ZAVALA,RN,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Allamand_Zavala,Andrés,Allamand,Zavala,Abogado,7 de Febrero de 1956,Santiago,,,1,cuatro
GUIDO GIRARDI LAVIN,PPD,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guido_Girardi_Lavín,Guido,Girardi,Lavín,Médico,24 de Enero de 1961,Santiago,,,1,0
MANUEL JOSE OSSANDON IRARRAZABAL,RN,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_José_Ossandón_Irarrázabal,Manuel José,Ossandón,Irarrázabal,Técnico Agrícola,24 de Agosto de 1962,Viña del Mar,,Católico,1,ocho
ENA ANGLEIN VON BAER JAHN,UDI,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ena_Anglein_von_Baer_Jahn,Ena Anglein,von Baer,Jahn,Doctora en Ciencias Políticas; Máter en Estudios Europeos,28 de Noviembre de 1974,Temuco,,,1,dos
ALFONSO ARTURO DE URRESTI LONGTON,PS,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Arturo_De_Urresti_Longton,Alfonso Arturo,De Urresti,Longton,Magíster de Economía y Desarrollo Regional,7 de Marzo de 1966,,,,1,dos
Fulvio Rossi Ciocca,PS,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fulvio_Rossi_Ciocca,Fulvio,Rossi,Ciocca,Médico Cirujano,30 de Septiembre de 1970,Iquique,,,1,dos
Jaime Orpis Bouchon,UDI,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Orpis_Bouchon,Jaime,Orpis,Bouchon,Abogado,16 de Septiembre de 1956,Santiago,,,1,cuatro
Baldo Prokurica Prokurica,RN,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldo_Prokurica_Prokurica,Baldo,Prokurica,Prokurica,Abogado,2 de Julio de 1958,Vallenar,,,1,dos
Ignacio Walker Prieto,PDC,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Walker_Prieto,Ignacio,Walker,Prieto,Doctor en Ciencias Políticas,7 de Enero de 1956,Santiago,,,1,0
Lily Pérez San Martín,RN,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lily_Jovanka_Pérez_San_Martín,Lily,Pérez,San Martín,Publicista,10 de Mayo de 1963,Santiago,,,1,dos
Ricardo Lagos Weber,PPD,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Lagos_Weber,Ricardo,Lagos,Weber,Magíster en Desarrollo Económico,21 de Febrero de 1962,"Durham, Estados Unidos",,,0,0
Francisco Chahuán Chahuán,RN,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Chahuán_Chahuán,Francisco,Chahuán,Chahuán,Abogado,20 de Mayo de 1971,Viña el Mar,,,1,una
Juan Antonio Coloma Correa,UDI,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Antonio_Coloma_Correa,Juan Antonio,Coloma,Correa,Abogado,15 de Julio de 1956,Santiago,,,1,ocho
Ximena Rincón González,PDC,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ximena_Rincón_González,Ximena,Rincón,González,Abogada,5 de Julio de 1967,Concepción,,,1,tres
Hernán Larraín Fernández,UDI,senadores,2014,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hernán_Larraín_Fernández,Hernán,Larraín,Fernández,Abogado,21 de Septiembre de 1947,Santiago,,Católico,1,seis
